fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND
68,68,SC-20-X-A-VI,Restituição fotogramétrica,"1396",RIO DOS MARMELOS,IBGE,Topográfica,"1984","1980","1979","3042.408","-8.4999994","-8.9999998","-61.499999","-61.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,RO_AM_MT,Em 1985 -08° 27' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1985","1","1985","1",Nã,Sim,Sim,68
69,69,SC-20-X-B-IV,Restituição fotogramétrica,"1397",IGARAPÉ PRETO,IBGE,Topográfica,"1984","1980","1979","3042.408","-8.4999992","-8.9999995","-60.999999","-61.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,RO_AM_MT,Em 1984 -08° 42' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Sim,Sim,69
70,70,SC-20-X-B-V,Restituição fotogramétrica,"1398",IGARAPÉ SÃO LIBERATO,IBGE,Topográfica,"1985","1980","1979","3042.408","-8.4999994","-8.9999998","-60.499999","-60.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM_MT,Em 1987 -10° 23' 53'' (Cresce -10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Sim,Sim,70
71,71,SC-20-X-B-VI,Restituição fotogramétrica,"1399",IGARAPÉ IMBAÚBA,IBGE,Topográfica,"1985","1980","1979","3042.408","-8.4999993","-8.9999998","-59.999997","-60.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM_MT,"Em 1987 -10° 43' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-63",UTM,"1987","1","1987","1",Nã,Sim,Sim,71
72,72,SC-21-V-A-IV,Restituição fotogramétrica,"1400",IGARAPÉ ÁGUA-BRANCA,IBGE,Topográfica,"1986","1981","1980","3042.408","-8.4999994","-8.9999998","-59.499999","-59.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM_MT,"Em 1988 -11° 17' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,72
73,73,SC-21-V-A-V,Restituição fotogramétrica,"1401",RIO MORERU,IBGE,Topográfica,"1985","1981","1980","3042.408","-8.4999992","-8.9999997","-58.999999","-59.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM_MT,"Em 1988 -11° 37' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,73
74,74,SC-21-V-A-VI,Restituição fotogramétrica,"1402",IGARAPÉ CARLOS GOMES,IBGE,Topográfica,"1986","1981","1980","3042.408","-8.4999993","-8.9999999","-58.499999","-58.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM_MT,"Em 1988 -12° 03' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,74
75,75,SC-21-V-B-IV,Restituição fotogramétrica,"1403",RIO SÃO TOMÉ,IBGE,Topográfica,"1985","1981","1980","3042.408","-8.4999991","-8.9999997","-57.999999","-58.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,AM_MT,"Em 1988 -12° 21' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,75
76,76,SC-21-V-B-V,Restituição fotogramétrica,"1404",RIO SANTA ROSA,IBGE,Topográfica,"1985","1981","1980","3042.408","-8.4999992","-8.9999999","-57.499999","-57.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA_MT,"Em 1988 -12° 43' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,76
77,77,SC-21-V-B-VI,Restituição fotogramétrica,"1405",IGARAPÉ PIRANHA PRETA,IBGE,Topográfica,"1985","1981","1980","3042.408","-8.4999992","-8.9999999","-56.999999","-57.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA_MT,"Em 1988 -13° 06' (Cresce -9,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Sim,Sim,77
78,78,SC-21-X-A-IV,Restituição fotogramétrica,"1406",RIO CURURU-AÇU,IBGE,Topográfica,"1985","1980","1979","3042.408","-8.4999994","-8.9999999","-56.499999","-56.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1987 -12° 22' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1987","1","1987","1",Nã,Sim,Sim,78
79,79,SC-21-X-A-V,Restituição fotogramétrica,"1407",IGARAPÉ SÃO BENEDITO,IBGE,Topográfica,"1985","1980","1979","3042.408","-8.4999994","-8.9999998","-55.999999","-56.499999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1987 -13° 30' 37'' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1987","1","1987","1",Nã,Sim,Sim,79
80,80,SC-21-X-A-VI,Restituição fotogramétrica,"1408",RIO SÃO BENEDITO,IBGE,Topográfica,"1985","1980","1979","3042.408","-8.4999993","-8.9999998","-55.499999","-55.999999","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1987 -13° 58' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1987","1","1987","1",Nã,Sim,Sim,80
81,81,SC-22-V-A-IV,Restituição fotogramétrica,"1412",RIO CHICHÉ I,IBGE,Topográfica,"1985","1980","1979","3042.408","-8.4999991","-8.9999999","-53.500000","-54","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1986 -14° 14' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Sim,Sim,81
82,82,SC-22-V-A-V,Restituição fotogramétrica,"1413",FOZ DO RIO IRIRI NOVO,IBGE,Topográfica,"1986","1980","1979","3042.408","-8.4999994","-8.9999998","-53.000000","-53.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1986 -14° 36' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Sim,Sim,82
83,83,SC-22-V-A-VI,Restituição fotogramétrica,"1414",IGARAPÉ DOS CRIOULOS,IBGE,Topográfica,"1985","1980","1979","3042.408","-8.4999993","-8.9999999","-52.500000","-53.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,Em 1986 -14° 55' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Sim,Sim,83
84,84,SC-22-V-B-IV,Restituição fotogramétrica,"1415",IGARAPÉ DO TRAIRÃO,IBGE,Topográfica,"1985","1980","1979","3042.408","-8.4999993","-8.9999998","-52.000000","-52.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,PA,"Em 1987 -16° 17' (Cresce -8,5' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1987","1","1987","1",Nã,Nã,Sim,84
85,85,SC-19-V-B-IV,Restituição fotogramétrica,"1379",SERINGAL SANTO ANTONIO,DSG,Topográfica,"1978","1977","1977","3042.408",,,,,,,AC,"Em 1979 03° 37' (Cresce 7,2' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,85
86,86,SC-19-X-A-IV,Restituição fotogramétrica,"1382",LAGO DO SILENCIO,DSG,Topográfica,"1983","1983","1981","3042.408",,,,,,,AM_AC,"Em 1984 03° 10' (Cresce 9,6' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,86
87,87,SC-19-X-A-V,Restituição fotogramétrica,"1383",IGARAPÉ CAPANA,DSG,Topográfica,"1983","1983","1981","3042.408",,,,,,,AM,"Em 1984 03° 30' (Cresce 9,5' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,87
88,88,SC-19-X-A-VI,Restituição fotogramétrica,"1384",FAZENDA ALTO D'OURO,DSG,Topográfica,"1983","1983","1982","3042.408",,,,,,,AM,"Em 1984 03° 58' (Cresce 9,6' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,88
89,89,SC-19-X-B-IV,Restituição fotogramétrica,"1385",BOCA DO ACRE,DSG,Topográfica,"1983","1983","1981","3042.408",,,,,,,AM,"Em 1984 04° 22' (Cresce 9,8' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,89
90,90,SC-19-X-B-V,Restituição fotogramétrica,"1386",IGARAPÉ PAUENÉM,DSG,Topográfica,"1983","1983","1982","3042.408",,,,,,,AM,"Em 1984 04° 49' (Cresce 9,9' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,90
91,91,SC-19-X-B-VI,Restituição fotogramétrica,"1387",FAZENDA FORTALEZA,DSG,Topográfica,"1983","1983","1982","3042.408",,,,,,,AM,Em 1984 05° 16' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-69",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,91
92,92,SC-20-V-A-IV,Restituição fotogramétrica,"1388",CACHOEIRA SANTO ANTÔNIO,DSG,Topográfica,"1983","1983","1981","3042.408",,,,,,,AM,Em 1984 05° 42' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,92
93,93,SC-20-V-A-V,Restituição fotogramétrica,"1389",RIO COTI,DSG,Topográfica,"1983","1983","1981","3042.408",,,,,,,AM,Em 1984 06° 03' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,93
94,94,SC-20-V-A-VI,Restituição fotogramétrica,"1390",RIO PUNICICI,DSG,Topográfica,"1983","1983","1981","3042.408",,,,,,,RO_AM,Em 1984 06° 26' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,94
95,95,SC-20-V-B-IV,Restituição fotogramétrica,"1391",RIO MUCUIM,DSG,Topográfica,"1981","1981","1979","3042.408",,,,,,,RO_AM,Em 1981 06° 18' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,95
96,96,SC-20-V-B-V,Restituição fotogramétrica,"1392",PORTO VELHO,DSG,Topográfica,"1978","1977","1977","3042.408",,,,,,,RO_AM,Em 1974 05° 58' (Cresce 8' ao ano ),SAD69,Imbituba-SC,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,96
97,97,SC-22-Y-A-II,Restituição fotogramétrica,"1634",RIO JARINA,IBGE,Topográfica,"1985","1980","1979","3029.453","-10.000","-10.500","-53.000000","-53.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,MT,Em 1986 -14° 22' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Sim,Sim,97
98,98,SC-22-Y-A-III,Restituição fotogramétrica,"1635",RIBEIRÃO ARIRANHA,IBGE,Topográfica,"1985","1980","1979","3029.453","-10.000","-10.500","-52.500000","-53.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,MT,Em 1986 -14° 42' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Sim,Sim,98
99,99,SC-22-Y-B-I,Restituição fotogramétrica,"1636",CÓRREGO DO PEDRO,IBGE,Topográfica,"1985","1980","1979","3029.453","-10.000","-10.500","-52.000000","-52.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,MT,Em 1986 -15° 01' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Sim,Sim,99
100,100,SC-22-Y-B-II,Restituição fotogramétrica,"1637",RIBEIRÃO BELO HORIZONTE,IBGE,Topográfica,"1985","1980","1979","3029.453","-10.000","-10.500","-51.500000","-52.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,MT,Em 1986 -15° 23' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Sim,Sim,100
101,101,SC-22-Y-B-III,Restituição fotogramétrica,"1638",VILA RICA,IBGE,Topográfica,"1985","1980","1979","3029.453","-10.000","-10.500","-51.000000","-51.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,MT,Em 1986 -15° 44' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Sim,Sim,101
102,102,SC-22-Z-A-I,Restituição fotogramétrica,"1639",SANTA TERESINHA,IBGE,Topográfica,"1980","1979","1967","3029.453","-10.000","-10.500","-50.500000","-51.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm,TO_MT,Em 1981 -15° 44' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1981","1","1981","1",Nã,Sim,Sim,102
103,103,SC-23-Y-A-III,Restituição fotogramétrica,"1647",SERRA JALAPINHA,IBGE,Topográfica,"1980","1979","1968","3029.453","-10.000","-10.500","-46.500000","-47.000000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,TO,Em 1980 -17° 57' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Sim,Sim,103
104,104,SC-23-Y-B-I,Restituição fotogramétrica,"1648",RIO DAS PRATAS,IBGE,Topográfica,"1980","1979","1967","3029.453","-10.000","-10.500","-46.000000","-46.500000","Folha impressa; CD-ROM",http://www.ibge.gov.br/home/geociencias/download/arquivos/index1_tif.shtm e http://www.ibge.gov.br/home/geociencias/download/arquivos/index1.shtm,TO_MA,Em 1980 -18° 02' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Sim,Sim,104
105,105,SA-20-Z-B-II,Restituição fotogramétrica,"0462",ACARÁ,DSG,Topográfica,"1979","1979","1978","3074.971","-2.000","-2.500",,,,,AM,Em 1978 09° 30' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,105
106,106,SA-20-Z-B-III,Restituição fotogramétrica,"0463",FAZENDA RIO BRANCO,DSG,Topográfica,"1979","1977","1978","3074.971","-2.000","-2.500",,,,,AM,Em 1980 10° 07' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,106
107,107,SA-21-Y-A-I,Restituição fotogramétrica,"0464",RIO URUBU,DSG,Topográfica,"1979","1979","1978","3074.971","-2.000","-2.500",,,,,AM,Em 1980 10° 40' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,107
108,108,SA-21-Y-A-II,Restituição fotogramétrica,"0465",TUCUMANDUBA,DSG,Topográfica,"1979","1979","1978","3074.971","-2.000","-2.500",,,,,AM,Em 1978 10° 35' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,108
109,109,SA-21-Y-A-III,Restituição fotogramétrica,"0466",CUMATEÚBA,DSG,Topográfica,"1980","1979","1978","3074.971","-2.000","-2.500",,,,,AM,"Em 1978 10° 57' (Cresce 7,9' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1980","1","1980","1",Nã,Nã,Não se aplic,109
110,110,SA-21-Y-B-I,Restituição fotogramétrica,"0467",JATAITUBA,DSG,Topográfica,"1980","1979","1978","3074.971","-2.000","-2.500",,,,,AM,"Em 1980 11° 31' (Cresce 7,8' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,110
111,111,SA-21-Y-B-II,Restituição fotogramétrica,"0468",VILA AMANARI,DSG,Topográfica,"1980","1979","1978","3074.971","-2.000","-2.500",,,,,AM,"Em 1978 11° 35' (Cresce 7,8' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,111
112,112,SA-21-Y-B-III,Restituição fotogramétrica,"0469",VILA DO ARARI,DSG,Topográfica,"1980","1979","1978","3074.971","-2.000","-2.500",,,,,AM,"Em 1978 11° 56' (Cresce 7,7' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,112
113,113,SA-21-Z-A-I,Restituição fotogramétrica,"0470",NHAMUNDA,DSG,Topográfica,"1981","1979","1978","3074.971","-2.000","-2.500",,,,,PA_AM,"Em 1978 12° 19' (Cresce 7,7' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1981","1","1981","1",Nã,Nã,Não se aplic,113
114,114,SA-21-Z-A-II,Restituição fotogramétrica,"0471",JURUTI,DSG,Topográfica,"1982","1980","1978","3074.971","-2.000","-2.500",,,,,PA_AM,"Em 1982 13° 09' (Cresce 7,6' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,114
115,115,SA-22-Y-B-II,Restituição fotogramétrica,"0480",RIO PRACUPI,DSG,Topográfica,"1985","1984","1982","3074.971","-2.000","-2.500",,,,,PA,Em 1984 16° 18' (Cresce 9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,115
116,116,SA-22-Y-B-III,Restituição fotogramétrica,"0481",FAZENDA SANTA CATARINA,DSG,Topográfica,"1985","1985",1981 e 1982,"3074.971","-2.000","-2.500",,,,,PA,"Em 1984 16° 29' (Cresce 0,8' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,116
117,117,SA-22-Z-A-I,Restituição fotogramétrica,"0482",RIO CAMARAIPI,DSG,Topográfica,"1986","1985","1984","3074.971","-2.000","-2.500",,,,,PA,Em 1984 16° 45' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,117
118,118,SA-22-Z-A-II,Restituição fotogramétrica,"0483",RIO JACUNDÁ,DSG,Topográfica,"1985","1984","1982","3074.971","-2.000","-2.500",,,,,PA,"Em 1984 16° 44' (Cresce 0,8' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,118
119,119,SA-22-Z-A-III,Restituição fotogramétrica,"0484",CAMETÁ-O,DSG,Topográfica,"1985","1984","1981","3074.971","-2.000","-2.500",,,,,PA,"Em 1984 17° 18' (Cresce 0,8' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1986","1","1986","1",Nã,Nã,Não se aplic,119
120,120,SC-23-Y-C-VI,Restituição fotogramétrica,"1832",DIANÓPOLIS,DSG,Topográfica,"1978","1974","1968","3014.471","-11.500","-12.000",,,,,TO,Em 1974 17° 06' (Cresce 8' 3'' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,120
121,121,SC-23-Z-D-IV,Restituição fotogramétrica,"1839",MORPORÁ,DSG,Topográfica,1967 e 1968,"1967",1964 e 1966,"3014.471","-11.500","-12.000",,,,,BA,"Em 1970 18° 42' (Cresce 7,5' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não se aplic,121
122,122,SD-20-V-A-III,Restituição fotogramétrica,"1852",ILHA GRANDE,DSG,Topográfica,"1976","1975","1974","3009.027","-12.000","-12.500",,,,,RO,"Em 1973 03° 42' (Cresce 9,1' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,122
123,123,SD-20-V-B-I,Restituição fotogramétrica,"1853",COSTA MARQUES,DSG,Topográfica,"1976","1975","1974","3009.027","-12.000","-12.500",,,,,RO,"Em 1977 04° 48' (Cresce 8,2' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,123
124,124,SD-20-V-B-II,Restituição fotogramétrica,"1854",SERRA DOS REIS,DSG,Topográfica,"1976","1975","1974","3009.027","-12.000","-12.500",,,,,RO,Em 1977 05° 11' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,124
125,125,SD-20-V-B-III,Restituição fotogramétrica,"1855",LAGOA PRETA,DSG,Topográfica,"1976","1975","1974","3009.027","-12.000","-12.500",,,,,RO,"Em 1973 04° 54' (Cresce 9,2' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,125
126,126,SD-20-X-A-I,Restituição fotogramétrica,"1856",SÃO ROQUE,DSG,Topográfica,"1976","1975","1974","3009.027","-12.000","-12.500",,,,,RO,"Em 1973 05° 19' (Cresce 9,2' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,126
127,127,SD-20-X-A-II,Restituição fotogramétrica,"1857",COLORADO,DSG,Topográfica,"1976","1975","1974","3009.027","-12.000","-12.500",,,,,RO,"Em 1973 05° 44' (Cresce 9,3' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,127
128,128,SD-20-X-A-III,Restituição fotogramétrica,"1858",ARARA,DSG,Topográfica,"1976","1975","1974","3009.027","-12.000","-12.500",,,,,RO,"Em 1973 06° 09' (Cresce 9,3' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,128
129,129,SD-20-X-B-I,Restituição fotogramétrica,"1859",RONCADOR,DSG,Topográfica,"1976","1975","1974","3009.027","-12.000","-12.500",,,,,RO,"Em 1973 06° 34' (Cresce 9,5' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,129
130,130,SD-20-X-B-II,Restituição fotogramétrica,"1860",MARCO RONDON,DSG,Topográfica,"1976","1975","1974","3009.027","-12.000","-12.500",,,,,RO,"Em 1973 06° 59' (Cresce 9,5' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,130
131,131,SD-23-V-A-III,Restituição fotogramétrica,"1888",TAIPAS,DSG,Topográfica,"1978","1974",1966 e 1968,"3009.027","-12.000","-12.500",,,,,TO,"Em 1974 17° 06' (Cresce 8,4' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1979","1","1979","1",Nã,Nã,Não se aplic,131
132,132,SD-23-X-B-I,Restituição fotogramétrica,"1895",IBOTIRAMA,DSG,Topográfica,"1970","1967","1964","3009.027","-12.000","-12.500",,,,,BA,Em 1970 18° 42' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1971","1","1971","1",Nã,Nã,Não se aplic,132
133,133,SD-20-V-B-IV,Restituição fotogramétrica,"1907",COSTA MARQUES,DSG,Topográfica,"1976","1975","1974","3003.36","-12.500","-13.000",,,,,RO,"Em 1977 04° 48' (Cresce 8,2' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,133
134,134,SD-20-V-B-V,Restituição fotogramétrica,"1908",SERRA DOS REIS,DSG,Topográfica,"1977","1975","1974","3003.36","-12.500","-13.000",,,,,RO,Em 1977 05° 11' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,134
135,135,SD-20-V-B-VI,Restituição fotogramétrica,"1909",MONTE CASTELO,DSG,Topográfica,"1976","1975","1974","3003.36","-12.500","-13.000",,,,,RO,"Em 1973 04° 46' (Cresce 9,2' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,135
136,136,SD-20-X-A-IV,Restituição fotogramétrica,"1910",MASSACO,DSG,Topográfica,"1976","1975","1974","3003.36","-12.500","-13.000",,,,,RO,"Em 1977 06° 11' (Cresce 8,3' ao ano)",Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,136
137,137,SD-20-X-A-V,Restituição fotogramétrica,"1911",BURITIZAL,DSG,Topográfica,"1976","1975","1974","3003.36","-12.500","-13.000",,,,,RO,Em 1977 06° 15' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1977","1","1977","1",Nã,Nã,Não se aplic,137
