fid,ID,indNomencl,metodoProd,mi,nome,orgaoEdito,tipoCarta,anoRestitu,anoReambul,anoVoo,areaFolha,latLimNort,latLimSul,longLimLes,longLimOes,recursoOff,recursoOnL,uf,declinacao,datumHoriz,datumVerti,meridianoC,sistemaPro,anoEdicao,numEdicao,anoImpress,numImpress,geoPdf,pdf,metadadoIm,PRIMARYIND,Escala
79,79,SC-20-X-B,Interpretação de mosaico de radar,"245",RIO MADEIRINHA,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3046.274","-8.000","-9.000","-59,9999","-61,4999",,,AM_MT_RO,Em 1974 07° 50' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,79,250000
80,80,SB-22-Y-A,Interpretação de mosaico de radar,"196",IGARAPÉ TRIUNFO,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3059.475","-6.000","-7.000","-52.500","-54.000",,,PA,Em 1973 13° 28' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,80,250000
81,81,SC-23-X-A,Informação em levantamento,"256",ELISEU MARTINS,DSG,Carta imagem radar completa,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3046.274","-8.000","-9.000","-43.500","-45.000",,,PI,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,81,250000
82,82,SC-23-V-B,Informação em levantamento,"255",TASSO FRAGOSO,DSG,Carta imagem radar completa,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3046.274","-8.000","-9.000","-45.000","-46.500",,,MA_PI_TO,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,82,250000
83,83,SC-23-V-A,Informação em levantamento,"254",ITACAJÁ,DSG,Carta imagem radar completa,Informação em levantamento,Informação em levantamento,Informação em levantamento,"3046.274","-8.000","-9.000","-46.500","-48.000",,,MA_TO,Informação em levantamento,Informação em levantamento,Informação em levantamento,"-45",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,83,250000
84,84,SB-22-Z-B,Compilação,"199",XAMBIOÁ,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-48.000","-49.500",,,PA_TO,Em 1987 -18° 21' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1987","1","1987","1",Nã,Sim,Não,84,250000
85,85,SD-22-X-C,Compilação,"360",SÃO MIGUEL DO ARAGUAIA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2997.469","-13.000","-14.000","-49.500","-51.000",,,GO_MT_TO,Em 1983 -16° 24' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Sim,Não,85,250000
86,86,SD-23-V-C,Compilação,"362",CAMPOS BELOS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2997.469","-13.000","-14.000","-46.500","-48.000",,,GO_TO,Em 1985 -17° 53' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1985","1","1985","1",Nã,Nã,Não,86,250000
87,87,SD-23-V-D,Compilação,"363",SÃO DOMINGOS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2997.469","-13.000","-14.000","-45.000","-46.500",,,BA_GO,Em 1984 -18° 57' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não,87,250000
88,88,SD-23-X-C,Compilação,"364",SANTA MARIA DA VITÓRIA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2997.469","-13.000","-14.000","-43.500","-45.000",,,BA,Em 1984 -19° 47' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não,88,250000
89,89,SA-22-Z-B,Compilação,"102",TOMÉ AÇU,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-48.000","-49.500",,,PA,"Em 1984 17° 44' (Cresce 7,4' ao ano)",SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,89,250000
90,90,SA-20-Z-C,Compilação,"114",CODAJÁS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-61,4999","-62,9999",,,AM,Em 1989 -10° 31' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1989","1","1989","1",Nã,Sim,Não,90,250000
91,91,SA-20-Z-D,Compilação,"115",MANAUS,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-59,9999","-61,4999",,,AM,Em 1983 10° 28' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,91,250000
92,92,SC-19-X-C,Restituição fotogramétrica,"266",RIO BRANCO,DSG,Topográfica,"1980","1979","1978","3038.315","-9.000","-10.000","-67,4999","-69.000",,,AC_AM,"Em 1979 02° 30' (Cresce 7,6' ao ano)",SAD69,Imbituba-SC,"-69",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,92,250000
93,93,NA-21-Y-C,Restituição fotogramétrica,"045",RIO JATAPU,IBGE,Topográfica,"1982","1980","1979","3077.024","1.000","0.000","-58,4999","-59,9999",,,AM_PA_RR,Em 1982 -11° 30' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1982","1","1982","1",Nã,Sim,Não,93,250000
94,94,SA-20-X-A,Restituição fotogramétrica,"058",BARCELOS,IBGE,Topográfica,"1983","1981","1980","3077.252","0.000","-1.000","-61,4999","-62,9999",,,AM_RR,Em 1983 -09° 03' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1983","1","1983","1",Nã,Sim,Não,94,250000
95,95,SD-22-Z-C,Compilação,"392",GOIÁS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2971.673","-15.000","-16.000","-49.500","-51.000",,,GO,Em 1983 -16° 05' (Cresce 9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Nã,Não,95,250000
96,96,SD-22-Z-D,Compilação,"393",GOIANÉSIA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2971.673","-15.000","-16.000","-48.000","-49.500",,,DF_GO,Em 1980 16° 43' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1980","1","1980","1",Nã,Sim,Não,96,250000
97,97,SD-23-Y-C,Compilação,"394",BRASÍLIA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2971.673","-15.000","-16.000","-46.500","-48.000",,,DF_GO_MG,Em 1980 -17° 40' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1980","1","1980","1",Nã,Nã,Não,97,250000
98,98,SE-23-Z-B,Compilação,"440",GUANHÃES,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2926.332","-18.000","-19.000","-42.000","-43.500",,,MG,Em 1983 -20° 11' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1983","1","1983","1",Nã,Sim,Não,98,250000
99,99,SE-22-Y-C,Compilação,"446",PARAÍSO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2909.459","-19.000","-20.000","-52.500","-54.000",,,MS,Em 1981 -12° 42' (Cresce -10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1981","1","1981","1",Nã,Sim,Não,99,250000
100,100,SF-24-V-B,Compilação,"468",VITÓRIA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-39.000","-40.500",,,ES,Em 1980 21° 09' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1980","1","1980","1",Nã,Nã,Não,100,250000
101,101,NA-22-Z-D,Interpretação de mosaico de radar,"052",ILHA MEXIANA,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3077.024","1.000","0.000","-48.000","-49.500",,,PA,Em 1974 15° 58' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não,101,250000
102,102,NA-21-Y-D,Interpretação de mosaico de radar,"046",RIO TURUNA,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3077.024","1.000","0.000","-57.000","-58.500",,,PA,Em 1976 11° 43' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,102,250000
103,103,NA-21-Y-A,Interpretação de mosaico de radar,"031",RIO ANAUÁ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,"1971","3075.883","2.000","1.000","-58,4999","-59,9999",,,PA_RR,Em 1976 11° 51' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,103,250000
104,104,SC-19-V-A,Interpretação de mosaico de radar,"238",TARAUACÁ,RADAM,Planimétrica,Não se aplica,1975 e 1976,"1972","3046.274","-8.000","-9.000","-70.500","-72.000",,,AC_AM,Em 1976 02' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1976","1","1976","1",Nã,Nã,Não,104,250000
105,105,NA-22-V-D,Interpretação de mosaico de radar,"022",LOURENÇO,RADAM,Planimétrica,Não se aplica,1972 e 1973,"1971","3073.831","3.000","2.000","-51.000","-52.500",,,AP,Em 1974 15° 20' (Cresce 7' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não,105,250000
106,106,NA-22-V-C,Interpretação de mosaico de radar,"021",RIO TANGARARÉ,RADAM,Planimétrica,Não se aplica,1972 e 1973,"1971","3073.831","3.000","2.000","-52.500","-54.000",,,AP,Em 1974 14° 30' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1974","1","1974","1",Nã,Nã,Não,106,250000
107,107,NA-21-X-D,Interpretação de mosaico de radar,"020",TUMUCUMAQUE,RADAM,Planimétrica,Não se aplica,"1972, 1974 e 1975","1971","3073.831","3.000","2.000","-54.000","-55.500",,,AP_PA,Em 1976 13° 46' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-57",UTM,"1976","1","1976","1",Nã,Nã,Não,107,250000
108,108,SC-22-V-A,Interpretação de mosaico de radar,"250",RIO CHICHÉ,RADAM,Planimétrica,Não se aplica,Informação em levantamento,1971 e 1972,"3046.274","-8.000","-9.000","-52.500","-54.000",,,PA,Em 1973 13° 14' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1973","1","1973","1",Nã,Nã,Não,108,250000
109,109,SB-20-V-C,Interpretação de mosaico de radar,"161",RIO COARI,RADAM,Planimétrica,Não se aplica,"1973",1971 e 1972,"3064.714","-5.000","-6.000","-64,4999","-65,9999",,,AM,Em 1974 04° 52' (Cresce 9' ao ano),Córrego Alegre,Imbituba-SC,"-63",UTM,"1974","1","1974","1",Nã,Nã,Não,109,250000
110,110,SB-19-X-D,Interpretação de mosaico de radar,"160",RIO TAPAUÁ,RADAM,Planimétrica,Não se aplica,1974 e 1976,"1972","3064.714","-5.000","-6.000","-65,9999","-67,4999",,,AM,Em 1978 04° 14' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-69",UTM,"1978","1","1978","1",Nã,Nã,Não,110,250000
111,111,SD-23-X-D,Compilação,"365",BOM JESUS DA LAPA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2997.469","-13.000","-14.000","-42.000","-43.500",,,BA,Em 1984 -20° 14' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não,111,250000
112,112,SA-23-Z-D,Compilação,"127",CHAPADINHA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3072.463","-3.000","-4.000","-42.000","-43.500",,,MA_PI,"Em 1984 19° 58' (Cresce 4,9' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,112,250000
113,113,SB-20-X-A,Compilação,"138",LAGO AIAPUÁ,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-61,4999","-62,9999",,,AM,Em 1989 -10° 21',SAD69,Imbituba-SC,"-63",UTM,"1989","1","1989","1",Nã,Sim,Não,113,250000
114,114,SB-20-X-B,Restituição fotogramétrica,"139",RIO PRETO DO IGAPÓ-AÇU,IBGE,Topográfica,"1982","1981","1980","3069.044","-4.000","-5.000","-59,9999","-61,4999",,,AM,Em 1982 -09° 22' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1982","1","1982","1",Nã,Sim,Não,114,250000
115,115,SB-23-X-C,Compilação,"175",PRESIDENTE DUTRA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3064.714","-5.000","-6.000","-43.500","-45.000",,,MA,Em 1984 19° 37' (Cresce 6' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,115,250000
116,116,SB-23-X-D,Compilação,"176",TERESINA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3064.714","-5.000","-6.000","-42.000","-43.500",,,MA_PI,"Em 1984 20° 09' (Cresce 5,4' ao ano)",Córrego Alegre,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,116,250000
117,117,SF-21-Z-C,Compilação,"493",NAVIRAÍ,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-55.500","-57.000",,,MS,"Em 1988 -11° 50' (Cresce -8,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Nã,Não,117,250000
118,118,SF-21-Z-D,Compilação,"494",NAVIRAÍ,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2833.286","-23.000","-24.000","-54.000","-55.500",,,MS_PR,"Em 1988 -11° 50' (Cresce -8,5' ao ano)",SAD69,Imbituba-SC,"-57",UTM,"1988","1","1988","1",Nã,Nã,Não,118,250000
119,119,SG-22-Z-D,Compilação,"524",FLORIANÓPOLIS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2743.45","-27.000","-28.000","-48.000","-49.500",,,SC,Em 1983 -14° 38' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1983","1","1983","1",Nã,Sim,Não,119,250000
120,120,SH-21-X-D,Compilação,"533",SANTIAGO,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2693.518","-29.000","-30.000","-54.000","-55.500",,,RS,"Em 1997 11° 12' (Cresce 7,8' ao ano)",Informação em levantamento,Imbituba-SC,"-57",UTM,"1985","1","1985","1",Nã,Nã,Não se aplic,120,250000
121,121,NA-20-X-A,Compilação,"009",ILHA DE MARACÁ,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3070.867","4.000","2.000","-61,4999","-62,9999",,,RR,Em 1986 -09° 59' (Cresce 7' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1986","1","1986","1",Nã,Nã,Não,121,250000
122,122,SB-20-Y-A,Compilação,"188",SERINGAL AXIOMA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-64,4999","-65,9999",,,AM,Em 1984 06° 30' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,122,250000
123,123,SB-21-Y-B,Compilação,"193",JACAREACANGA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-57.000","-58.500",,,AM_PA,Em 1983 11° 31' (Cresce 10' ao ano),Informação em levantamento,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,123,250000
124,124,SB-22-Y-B,Compilação,"197",SÃO FÉLIX DO XINGU,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-51.000","-52.500",,,PA,Em 1989 -15° 43' (Cresce -7' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1985","1","1985","1",Nã,Nã,Não,124,250000
125,125,SB-23-Y-A,Compilação,"200",TOCANTINÓPOLIS,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3059.475","-6.000","-7.000","-46.500","-48.000",,,MA_TO,"Em 1987 -19° 06' (Cresce -6,5' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1987","1","1987","1",Nã,Sim,Não,125,250000
126,126,SC-20-X-C,Restituição fotogramétrica,"270",RIO MACHADINHO,IBGE,Topográfica,"1981","1980","1979","3038.315","-9.000","-10.000","-61,4999","-62,9999",,,MT_RO,Em 1981 -07° 28' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1981","1","1981","1",Nã,Sim,Não,126,250000
127,127,SE-23-Z-C,Compilação,"452",BELO HORIZONTE,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2909.459","-19.000","-20.000","-43.500","-45.000",,,MG,Em 1979 18° 38' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1979","1","1979","1",Nã,Nã,Não,127,250000
128,128,SE-23-Z-D,Compilação,"453",IPATINGA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2909.459","-19.000","-20.000","-42.000","-43.500",,,MG,Em 1982 -19° 58' (Cresce 8' ao ano),Córrego Alegre,Imbituba-SC,"-45",UTM,"1982","1","1982","1",Nã,Sim,Não,128,250000
129,129,SF-22-V-A,Compilação,"459",RIBAS DO RIO PARDO,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-52.500","-54.000",,,MS,Em 1977 -11° 44' (Cresce 10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1977","1","1977","1",Nã,Nã,Não,129,250000
130,130,SF-22-V-B,Compilação,"460",ANDRADINA,IBGE,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"2891.714","-20.000","-21.000","-51.000","-52.500",,,MG_SP_MS,Em 1980 -13° 24' (Cresce -10' ao ano),Córrego Alegre,Imbituba-SC,"-51",UTM,"1980","1","1980","1",Nã,Sim,Não,130,250000
131,131,SA-21-Z-A,Compilação,"097",PARINTINS,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-55.500","-57.000",,,AM_PA,Em 1983 13° 30' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,131,250000
132,132,SA-21-Z-B,Compilação,"098",SANTARÉM,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-54.000","-55.500",,,PA,Em 1983 14° 23' (Cresce 9' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,132,250000
133,133,SA-22-Z-A,Compilação,"101",CAMETÁ,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-49.500","-51.000",,,PA,Em 1985 17° 07' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1985","1","1985","1",Nã,Nã,Não se aplic,133,250000
134,134,SA-23-Y-A,Compilação,"103",RIO CAPIM,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-46.500","-48.000",,,MA_PA,"Em 1985 19° 26' (Cresce 6,7' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1985","1","1985","1",Nã,Nã,Não se aplic,134,250000
135,135,SA-23-Z-A,Compilação,"105",SÃO LUÍS,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-43.500","-45.000",,,MA,Em 1984 19° 27' (Cresce 5' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,135,250000
136,136,SA-23-Z-B,Compilação,"106",BARREIRINHAS,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-42.000","-43.500",,,MA,Em 1984 19° 37' (Cresce 5' ao ano),SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,136,250000
137,137,SA-21-Y-B,Compilação,"096",URUCARÁ,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3074.971","-2.000","-3.000","-57.000","-58.500",,,AM,Em 1983 12° 31' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-57",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,137,250000
138,138,SB-24-V-A,Compilação,"152",PIRIPIRI,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3069.044","-4.000","-5.000","-40.500","-42.000",,,CE_PI,Em 1982 20° 19' (Cresce 4' ao ano),SAD69,Imbituba-SC,"-39",UTM,"1982","1","1982","1",Nã,Nã,Não se aplic,138,250000
139,139,SC-22-V-A,Restituição fotogramétrica,"250",RIO XIXÉ,IBGE,Topográfica,"1982","1980","1979","3046.274","-8.000","-9.000","-52.500","-54.000",,,PA,Em 1982 -14° 26' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Nã,Não,139,250000
140,140,SC-22-V-B,Restituição fotogramétrica,"251",SERRA CUBENCRANQUÉM,IBGE,Topográfica,"1982","1980","1979","3046.274","-8.000","-9.000","-51.000","-52.500",,,PA,Em 1982 -15° 21' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Sim,Não,140,250000
141,141,SC-19-V-C,Compilação,"264",FOZ DO JORDÃO,DSG,Topográfica,Não se aplica,1984 e 1985,Informação em levantamento,"3038.315","-9.000","-10.000","-70.500","-72.000",,,AC,Em 1987 02° 00' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-69",UTM,"1987","1","1987","1",Nã,Nã,Não se aplic,141,250000
142,142,SC-22-V-C,Restituição fotogramétrica,"276",RIO IRIRI NOVO,IBGE,Topográfica,"1982","1980","1979","3038.315","-9.000","-10.000","-52.500","-54.000",,,MT_PA,Em 1982 -14° 33' (Cresce -9' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Sim,Não,142,250000
143,143,SC-22-V-D,Restituição fotogramétrica,"277",RIO CAPIVARA,IBGE,Topográfica,"1982","1980","1979","3038.315","-9.000","-10.000","-51.000","-52.500",,,MT_PA,Em 1982 -15° 09' (Cresce -8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1982","1","1982","1",Nã,Sim,Não,143,250000
144,144,SB-22-X-D,Compilação,"172",MARABÁ,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3064.714","-5.000","-6.000","-48.000","-49.500",,,MA_PA_TO,Em 1984 17° 43' (Cresce 8' ao ano),SAD69,Imbituba-SC,"-51",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,144,250000
145,145,SB-23-V-D,Compilação,"174",BARRA DO CORDA,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3064.714","-5.000","-6.000","-45.000","-46.500",,,MA,"Em 1984 19° 02' (Cresce 6,8' ao ano)",SAD69,Imbituba-SC,"-45",UTM,"1984","1","1984","1",Nã,Nã,Não se aplic,145,250000
146,146,SB-20-Y-D,Compilação,"216",HUMAITÁ,DSG,Topográfica,Não se aplica,Informação em levantamento,Informação em levantamento,"3053.328","-7.000","-8.000","-62,9999","-64,4999",,,AM_RO,Em 1980 06° 48' (Cresce 10' ao ano),SAD69,Imbituba-SC,"-63",UTM,"1983","1","1983","1",Nã,Nã,Não se aplic,146,250000
